date,crop,market,variety,grade,min_price,max_price,modal_price,price_unit,location,year,month,day_of_week
2022-10-25,Pepper,Pollachi,Black Pepper,Local,46516.79,53223.95,49847.09,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,10,1
2022-10-26,Pepper,Sulur,Pepper,Local,46138.26,51765.06,48294.17,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,10,2
2022-10-27,Pepper,Pollachi,Black Pepper,Local,46681.68,51719.24,48823.19,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,10,3
2022-10-28,Pepper,Coimbatore,Pepper,Local,44033.1,49715.56,46844.51,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,10,4
2022-10-29,Pepper,Sulur,Pepper,Local,45770.38,50756.87,47913.69,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,10,5
2022-10-30,Pepper,Udumalpet,Pepper,Local,44949.47,49665.25,47181.5,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,10,6
2022-10-31,Pepper,Mettupalayam,Black Pepper,Local,46191.8,51935.45,48446.45,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,10,0
2022-11-01,Pepper,Coimbatore,Pepper,Local,45086.73,51622.96,47948.27,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,1
2022-11-02,Pepper,Pollachi,Black Pepper,Local,46405.11,51091.39,48687.73,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,2
2022-11-03,Pepper,Udumalpet,Black Pepper,Local,46242.19,52301.23,48804.08,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,3
2022-11-04,Pepper,Pollachi,Black Pepper,Local,45720.41,50900.5,48465.89,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,4
2022-11-05,Pepper,Mettupalayam,Pepper,Local,46592.89,53052.33,49228.54,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,5
2022-11-06,Pepper,Mettupalayam,Black Pepper,Local,44926.37,50540.58,47849.75,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,6
2022-11-07,Pepper,Mettupalayam,Pepper,Local,46558.59,52929.7,49214.78,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,0
2022-11-08,Pepper,Udumalpet,Pepper,Local,44329.09,50311.64,46820.71,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,1
2022-11-09,Pepper,Mettupalayam,Black Pepper,Local,44834.99,51352.28,48043.45,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,2
2022-11-10,Pepper,Mettupalayam,Black Pepper,Local,46280.13,53257.39,49471.08,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,3
2022-11-11,Pepper,Pollachi,Pepper,Local,47127.51,52984.98,50289.48,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,4
2022-11-12,Pepper,Udumalpet,Black Pepper,Local,46609.55,51956.03,48763.69,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,5
2022-11-13,Pepper,Pollachi,Pepper,Local,46306.68,51482.47,48754.42,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,6
2022-11-14,Pepper,Pollachi,Pepper,Local,46399.26,52587.22,49293.11,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,0
2022-11-15,Pepper,Udumalpet,Black Pepper,Local,46858.19,53228.29,49656.31,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,1
2022-11-16,Pepper,Coimbatore,Pepper,Local,46972.3,53561.76,50006.19,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,2
2022-11-17,Pepper,Pollachi,Black Pepper,Local,47472.64,52498.13,50083.58,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,3
2022-11-18,Pepper,Coimbatore,Pepper,Local,45511.61,51523.84,47947.6,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,4
2022-11-19,Pepper,Mettupalayam,Pepper,Local,46449.47,52139.78,49581.24,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,5
2022-11-20,Pepper,Coimbatore,Black Pepper,Local,46422.95,52242.79,48795.09,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,6
2022-11-21,Pepper,Pollachi,Pepper,Local,47040.84,53255.82,49507.89,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,0
2022-11-22,Pepper,Mettupalayam,Pepper,Local,48134.1,54085.47,51278.24,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,1
2022-11-23,Pepper,Pollachi,Pepper,Local,46876.84,53344.52,49837.42,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,2
2022-11-24,Pepper,Sulur,Pepper,Local,47293.17,53053.45,49770.23,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,3
2022-11-25,Pepper,Mettupalayam,Black Pepper,Local,47917.69,53591.52,50635.07,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,4
2022-11-26,Pepper,Udumalpet,Pepper,Local,47333.08,53369.01,50539.56,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,5
2022-11-27,Pepper,Udumalpet,Pepper,Local,45640.6,51763.06,48544.02,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,6
2022-11-28,Pepper,Coimbatore,Black Pepper,Local,47193.81,52870.98,49317.88,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,0
2022-11-29,Pepper,Sulur,Pepper,Local,47627.9,53581.02,50134.77,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,1
2022-11-30,Pepper,Pollachi,Black Pepper,Local,46467.1,53155.59,49773.33,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,2
2022-12-01,Pepper,Udumalpet,Black Pepper,Local,48336.37,55232.73,51682.65,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,3
2022-12-02,Pepper,Pollachi,Pepper,Local,46616.84,51992.18,49312.16,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,4
2022-12-03,Pepper,Mettupalayam,Black Pepper,Local,48845.07,54625.41,51167.07,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,5
2022-12-04,Pepper,Mettupalayam,Black Pepper,Local,46144.6,53262.53,49496.58,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,6
2022-12-05,Pepper,Sulur,Black Pepper,Local,47232.38,52529.37,49946.76,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,0
2022-12-06,Pepper,Coimbatore,Black Pepper,Local,48014.6,53077.89,50535.29,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,1
2022-12-07,Pepper,Mettupalayam,Black Pepper,Local,48492.04,54290.17,51342.46,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,2
2022-12-08,Pepper,Mettupalayam,Pepper,Local,48598.63,53406.96,50967.3,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,3
2022-12-09,Pepper,Pollachi,Pepper,Local,50369.14,55946.45,52488.88,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,4
2022-12-10,Pepper,Udumalpet,Black Pepper,Local,47989.75,54604.66,51010.25,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,5
2022-12-11,Pepper,Mettupalayam,Black Pepper,Local,48077.0,54054.64,51134.67,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,6
2022-12-12,Pepper,Udumalpet,Black Pepper,Local,49281.12,54354.22,51666.94,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,0
2022-12-13,Pepper,Sulur,Black Pepper,Local,49086.17,55296.07,52335.06,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,1
2022-12-14,Pepper,Coimbatore,Black Pepper,Local,47864.73,53423.22,50695.54,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,2
2022-12-15,Pepper,Mettupalayam,Black Pepper,Local,49003.21,54826.42,52133.7,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,3
2022-12-16,Pepper,Pollachi,Black Pepper,Local,48172.89,53370.43,50947.77,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,4
2022-12-17,Pepper,Coimbatore,Pepper,Local,48149.64,53519.8,50848.91,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,5
2022-12-18,Pepper,Udumalpet,Black Pepper,Local,48420.34,53766.42,51297.85,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,6
2022-12-19,Pepper,Coimbatore,Pepper,Local,49856.03,55307.37,52314.02,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,0
2022-12-20,Pepper,Udumalpet,Pepper,Local,48867.58,54789.83,51450.17,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,1
2022-12-21,Pepper,Pollachi,Black Pepper,Local,48060.93,53680.54,50255.1,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,2
2022-12-22,Pepper,Pollachi,Pepper,Local,50036.77,55579.83,52665.34,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,3
2022-12-23,Pepper,Sulur,Pepper,Local,49510.64,54859.77,51890.88,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,4
2022-12-24,Pepper,Sulur,Black Pepper,Local,50225.29,55864.24,52935.88,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,5
2022-12-25,Pepper,Mettupalayam,Black Pepper,Local,48381.66,54597.29,51340.51,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,6
2022-12-26,Pepper,Mettupalayam,Black Pepper,Local,49103.61,54099.84,51646.46,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,0
2022-12-27,Pepper,Sulur,Pepper,Local,49373.53,55560.86,52632.83,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,1
2022-12-28,Pepper,Mettupalayam,Black Pepper,Local,48924.08,55164.39,51759.75,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,2
2022-12-29,Pepper,Pollachi,Pepper,Local,49607.33,55633.43,52347.72,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,3
2022-12-30,Pepper,Udumalpet,Pepper,Local,48914.68,55025.81,51584.85,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,4
2022-12-31,Pepper,Mettupalayam,Black Pepper,Local,49276.95,55284.25,51684.58,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,5
2023-01-01,Pepper,Mettupalayam,Black Pepper,Local,50465.12,55759.35,52601.31,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,1,6
2023-01-02,Pepper,Coimbatore,Black Pepper,Local,50706.51,56066.25,53120.46,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,1,0
2023-01-03,Pepper,Coimbatore,Black Pepper,Local,50462.08,55804.89,52851.13,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,1,1
2023-01-04,Pepper,Udumalpet,Pepper,Local,50661.58,56481.39,53892.29,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,1,2
2023-01-05,Pepper,Pollachi,Pepper,Local,50368.17,56168.91,53090.54,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,1,3
2023-01-06,Pepper,Coimbatore,Pepper,Local,50616.79,55590.98,52819.56,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,1,4
2023-01-07,Pepper,Coimbatore,Pepper,Local,50599.07,55966.59,52989.91,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,1,5
2023-01-08,Pepper,Mettupalayam,Pepper,Local,49260.49,56021.61,52567.75,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,1,6
2023-01-09,Pepper,Udumalpet,Pepper,Local,50331.86,55915.42,53305.31,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,1,0
2023-01-10,Pepper,Coimbatore,Pepper,Local,50285.31,56408.75,52571.61,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,1,1
2023-01-11,Pepper,Coimbatore,Pepper,Local,50918.36,56644.77,53236.48,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,1,2
2023-01-12,Pepper,Udumalpet,Black Pepper,Local,51865.84,58370.33,55084.45,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,1,3
2023-01-13,Pepper,Mettupalayam,Black Pepper,Local,52489.26,58275.06,55245.22,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,1,4
2023-01-14,Pepper,Mettupalayam,Black Pepper,Local,50967.61,57319.28,53879.85,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,1,5
2023-01-15,Pepper,Pollachi,Black Pepper,Local,50965.5,57163.34,53476.64,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,1,6
2023-01-16,Pepper,Mettupalayam,Pepper,Local,51601.89,56491.03,53973.79,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,1,0
2023-01-17,Pepper,Pollachi,Pepper,Local,51045.25,56513.32,54066.04,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,1,1
2023-01-18,Pepper,Sulur,Black Pepper,Local,52620.75,59362.11,55846.68,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,1,2
2023-01-19,Pepper,Udumalpet,Pepper,Local,53626.72,59621.41,56601.82,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,1,3
2023-01-20,Pepper,Coimbatore,Pepper,Local,51932.72,57397.73,54048.7,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,1,4
2023-01-21,Pepper,Mettupalayam,Black Pepper,Local,52238.51,58750.13,55360.41,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,1,5
2023-01-22,Pepper,Pollachi,Black Pepper,Local,51872.8,57219.76,54300.76,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,1,6
2023-01-23,Pepper,Pollachi,Black Pepper,Local,55052.59,60512.8,57533.17,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,1,0
2023-01-24,Pepper,Udumalpet,Pepper,Local,53493.99,59397.15,55597.77,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,1,1
2023-01-25,Pepper,Pollachi,Pepper,Local,53192.69,58740.69,55495.31,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,1,2
2023-01-26,Pepper,Udumalpet,Black Pepper,Local,54405.6,60407.96,56627.59,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,1,3
2023-01-27,Pepper,Coimbatore,Pepper,Local,51506.91,57285.2,54375.2,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,1,4
2023-01-28,Pepper,Udumalpet,Pepper,Local,50942.63,57105.15,53977.92,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,1,5
2023-01-29,Pepper,Coimbatore,Pepper,Local,52312.29,58599.43,54969.81,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,1,6
2023-01-30,Pepper,Pollachi,Black Pepper,Local,53610.81,59042.75,55995.08,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,1,0
2023-01-31,Pepper,Coimbatore,Black Pepper,Local,55308.1,60795.78,57484.96,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,1,1
2023-02-01,Pepper,Sulur,Black Pepper,Local,54900.01,60790.17,57993.93,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,2,2
2023-02-02,Pepper,Pollachi,Pepper,Local,53483.45,59630.25,56046.16,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,2,3
2023-02-03,Pepper,Coimbatore,Pepper,Local,54325.51,59232.26,56430.84,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,2,4
2023-02-04,Pepper,Pollachi,Black Pepper,Local,54966.17,61096.52,57369.82,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,2,5
2023-02-05,Pepper,Mettupalayam,Black Pepper,Local,54697.67,59834.92,57159.04,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,2,6
2023-02-06,Pepper,Udumalpet,Pepper,Local,51558.05,57932.28,54601.7,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,2,0
2023-02-07,Pepper,Pollachi,Pepper,Local,53821.96,60078.42,56721.56,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,2,1
2023-02-08,Pepper,Coimbatore,Black Pepper,Local,53309.39,59925.51,56413.33,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,2,2
2023-02-09,Pepper,Mettupalayam,Pepper,Local,53296.0,59160.77,56058.46,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,2,3
2023-02-10,Pepper,Sulur,Black Pepper,Local,53315.37,59483.19,56436.37,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,2,4
2023-02-11,Pepper,Coimbatore,Black Pepper,Local,54433.96,60094.4,56978.07,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,2,5
2023-02-12,Pepper,Sulur,Pepper,Local,53687.84,59030.99,56191.74,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,2,6
2023-02-13,Pepper,Coimbatore,Pepper,Local,53143.17,59995.05,56182.94,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,2,0
2023-02-14,Pepper,Pollachi,Black Pepper,Local,52072.62,57661.91,54317.19,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,2,1
2023-02-15,Pepper,Udumalpet,Pepper,Local,54383.86,60488.46,56961.39,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,2,2
2023-02-16,Pepper,Sulur,Black Pepper,Local,52733.41,58706.7,56026.87,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,2,3
2023-02-17,Pepper,Sulur,Black Pepper,Local,54704.87,61269.06,58050.08,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,2,4
2023-02-18,Pepper,Pollachi,Pepper,Local,53606.72,59316.98,56512.58,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,2,5
2023-02-19,Pepper,Pollachi,Pepper,Local,54513.99,61295.29,57676.66,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,2,6
2023-02-20,Pepper,Pollachi,Pepper,Local,52807.74,59259.48,55866.89,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,2,0
2023-02-21,Pepper,Pollachi,Pepper,Local,53268.85,60320.54,56527.57,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,2,1
2023-02-22,Pepper,Sulur,Black Pepper,Local,55725.73,61337.34,57961.33,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,2,2
2023-02-23,Pepper,Sulur,Pepper,Local,53373.56,59676.56,56241.74,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,2,3
2023-02-24,Pepper,Udumalpet,Black Pepper,Local,55056.9,61497.93,57925.87,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,2,4
2023-02-25,Pepper,Pollachi,Pepper,Local,52940.03,60062.05,56283.29,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,2,5
2023-02-26,Pepper,Pollachi,Black Pepper,Local,55039.32,60550.62,57610.5,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,2,6
2023-02-27,Pepper,Pollachi,Pepper,Local,54283.78,59985.11,56818.51,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,2,0
2023-02-28,Pepper,Coimbatore,Black Pepper,Local,53477.02,59502.8,56301.71,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,2,1
2023-03-01,Pepper,Udumalpet,Pepper,Local,55139.07,60161.45,57247.61,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,3,2
2023-03-02,Pepper,Sulur,Pepper,Local,55570.46,60681.85,57889.41,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,3,3
2023-03-03,Pepper,Sulur,Black Pepper,Local,54245.86,59126.17,56500.51,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,3,4
2023-03-04,Pepper,Udumalpet,Black Pepper,Local,55310.02,61825.17,58349.08,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,3,5
2023-03-05,Pepper,Sulur,Black Pepper,Local,55287.78,60417.2,57859.54,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,3,6
2023-03-06,Pepper,Mettupalayam,Black Pepper,Local,55936.11,62022.19,58480.89,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,3,0
2023-03-07,Pepper,Udumalpet,Black Pepper,Local,55294.56,61538.87,57754.95,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,3,1
2023-03-08,Pepper,Pollachi,Black Pepper,Local,54334.82,60583.3,57387.76,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,3,2
2023-03-09,Pepper,Udumalpet,Black Pepper,Local,54974.25,61227.61,57743.71,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,3,3
2023-03-10,Pepper,Pollachi,Pepper,Local,57371.04,63527.99,60355.05,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,3,4
2023-03-11,Pepper,Mettupalayam,Pepper,Local,54366.27,60120.58,57144.05,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,3,5
2023-03-12,Pepper,Udumalpet,Black Pepper,Local,56723.1,61956.07,59274.07,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,3,6
2023-03-13,Pepper,Mettupalayam,Black Pepper,Local,57292.36,63171.13,60027.09,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,3,0
2023-03-14,Pepper,Pollachi,Black Pepper,Local,55988.94,62219.17,59336.85,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,3,1
2023-03-15,Pepper,Sulur,Pepper,Local,55692.15,61966.17,58954.49,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,3,2
2023-03-16,Pepper,Pollachi,Black Pepper,Local,55282.26,61364.12,57618.43,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,3,3
2023-03-17,Pepper,Mettupalayam,Pepper,Local,56611.72,61578.01,58848.73,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,3,4
2023-03-18,Pepper,Udumalpet,Black Pepper,Local,55656.9,61627.03,57882.64,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,3,5
2023-03-19,Pepper,Udumalpet,Black Pepper,Local,56460.76,62118.86,59629.99,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,3,6
2023-03-20,Pepper,Udumalpet,Black Pepper,Local,55626.22,61195.04,57834.29,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,3,0
2023-03-21,Pepper,Sulur,Black Pepper,Local,55502.6,60851.29,57891.38,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,3,1
2023-03-22,Pepper,Udumalpet,Black Pepper,Local,52558.25,58506.21,54989.56,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,3,2
2023-03-23,Pepper,Pollachi,Black Pepper,Local,54406.65,60098.43,57208.38,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,3,3
2023-03-24,Pepper,Sulur,Pepper,Local,56226.11,61077.52,58368.18,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,3,4
2023-03-25,Pepper,Udumalpet,Black Pepper,Local,55367.98,61157.11,58699.0,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,3,5
2023-03-26,Pepper,Coimbatore,Pepper,Local,55093.31,61573.29,58095.53,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,3,6
2023-03-27,Pepper,Coimbatore,Pepper,Local,57031.55,62104.4,59694.17,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,3,0
2023-03-28,Pepper,Mettupalayam,Black Pepper,Local,57883.59,62980.2,60254.56,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,3,1
2023-03-29,Pepper,Sulur,Black Pepper,Local,56880.46,63073.97,59754.47,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,3,2
2023-03-30,Pepper,Udumalpet,Black Pepper,Local,56176.72,61300.71,58378.4,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,3,3
2023-03-31,Pepper,Udumalpet,Pepper,Local,56274.6,62717.58,58896.22,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,3,4
2023-04-01,Pepper,Udumalpet,Black Pepper,Local,56725.79,62790.02,59292.84,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,4,5
2023-04-02,Pepper,Udumalpet,Black Pepper,Local,56173.22,62445.28,59455.69,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,4,6
2023-04-03,Pepper,Sulur,Black Pepper,Local,56383.09,61675.18,58894.29,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,4,0
2023-04-04,Pepper,Sulur,Pepper,Local,54771.78,60869.97,57635.07,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,4,1
2023-04-05,Pepper,Pollachi,Pepper,Local,54741.84,61004.76,57167.21,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,4,2
2023-04-06,Pepper,Coimbatore,Black Pepper,Local,55886.59,62370.99,59214.43,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,4,3
2023-04-07,Pepper,Coimbatore,Pepper,Local,55625.05,60974.33,58512.26,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,4,4
2023-04-08,Pepper,Mettupalayam,Pepper,Local,56838.55,62448.2,58948.95,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,4,5
2023-04-09,Pepper,Pollachi,Pepper,Local,56142.76,62807.47,59421.0,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,4,6
2023-04-10,Pepper,Sulur,Black Pepper,Local,55698.59,61699.15,58670.05,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,4,0
2023-04-11,Pepper,Coimbatore,Pepper,Local,55907.17,61730.59,58521.7,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,4,1
2023-04-12,Pepper,Coimbatore,Pepper,Local,55266.28,60804.06,57937.84,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,4,2
2023-04-13,Pepper,Sulur,Pepper,Local,55965.82,60934.49,58295.5,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,4,3
2023-04-14,Pepper,Sulur,Black Pepper,Local,55136.12,60844.0,57923.24,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,4,4
2023-04-15,Pepper,Udumalpet,Black Pepper,Local,56011.93,60934.87,58187.71,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,4,5
2023-04-16,Pepper,Sulur,Black Pepper,Local,54782.79,61199.03,58052.17,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,4,6
2023-04-17,Pepper,Coimbatore,Pepper,Local,55885.49,61400.73,58990.25,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,4,0
2023-04-18,Pepper,Udumalpet,Pepper,Local,56037.87,61806.56,59201.28,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,4,1
2023-04-19,Pepper,Udumalpet,Pepper,Local,55429.22,62205.01,58572.96,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,4,2
2023-04-20,Pepper,Udumalpet,Black Pepper,Local,54775.64,60048.91,57514.22,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,4,3
2023-04-21,Pepper,Sulur,Black Pepper,Local,56010.58,60696.94,58237.5,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,4,4
2023-04-22,Pepper,Coimbatore,Black Pepper,Local,55923.38,62942.44,59210.28,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,4,5
2023-04-23,Pepper,Coimbatore,Pepper,Local,54695.74,60967.65,57451.53,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,4,6
2023-04-24,Pepper,Pollachi,Pepper,Local,55657.3,61363.53,58947.98,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,4,0
2023-04-25,Pepper,Udumalpet,Pepper,Local,54173.84,59586.51,57099.42,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,4,1
2023-04-26,Pepper,Udumalpet,Pepper,Local,55298.51,61045.86,58238.28,INR/quintal,"Coimbatore, Tamil Nadu, India",2023,4,2
